Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
28,5,2023,1,7,63.58,196.25,31.21,5.36,0.94,47.35,144
29,5,2023,0,1,49.18,167,26.38,6.24,0.93,35.7,157
30,5,2023,0,2,81.04,165.14,23.28,6.26,1.02,52.61,147
31,5,2023,0,3,58.1,118.03,22.4,5.81,0.89,34.72,131
1,6,2023,0,4,100.21,146.88,26.16,5.36,0.8,41.11,185
2,6,2023,0,5,108.13,166.01,25.8,6.16,0.65,53.32,275
3,6,2023,0,6,106.75,122.54,33.01,7.39,0.74,37.61,136
4,6,2023,1,7,143.04,220.08,29.69,7.26,0.83,38.7,266
5,6,2023,0,1,150.01,231.86,30.27,5.35,0.93,48.29,334
6,6,2023,0,2,131.63,155.69,26.49,5.14,0.67,70.32,263
7,6,2023,0,3,179.67,257.31,29.32,6.15,0.76,62.25,328
8,6,2023,0,4,134.54,222.59,28.87,9.16,0.88,72.05,316
9,6,2023,0,5,112.14,220.41,25.07,5.71,0.6,50.61,277
10,6,2023,0,6,99.64,214.57,25.22,5.5,0.61,42.55,226
11,6,2023,1,7,90.51,215.81,23.55,4.73,0.69,49.41,194
12,6,2023,0,1,108.23,320.86,25.31,4.56,0.85,47.28,249
13,6,2023,0,2,156.02,383.77,24.08,4.66,0.73,31.72,328
14,6,2023,0,3,131.95,296.35,21.97,4.73,0.72,38.26,323
15,6,2023,0,4,76.86,208.82,21.58,4.58,0.66,47.99,193
16,6,2023,0,5,62.46,164.85,26.04,5.58,0.88,32.25,171
17,6,2023,0,6,54.13,118.64,22.32,7.01,0.72,36.46,116
18,6,2023,1,7,27.64,94.92,22.56,6.77,0.76,30.34,94
19,6,2023,0,1,25.43,82.61,20.65,7.28,0.76,26.46,85
20,6,2023,0,2,61.16,131.37,21.38,7.51,0.81,40.33,116
21,6,2023,0,3,59.14,128.64,19.03,6.15,0.79,18.04,108
22,6,2023,0,4,65.74,128.45,19.29,6.81,0.94,15.13,148
23,6,2023,0,5,74.92,144.14,20.71,6.62,0.95,15.63,210
24,6,2023,0,6,101.5,153.78,22.4,7.17,0.86,15.5,272
25,6,2023,1,7,27.66,41.88,19.65,7.06,0.78,16.86,88
26,6,2023,0,1,39.44,65.22,20.16,6.43,0.86,14.84,91.5
27,6,2023,0,2,53.11,108.28,22.39,7.17,0.93,21.36,95
28,6,2023,0,3,35.83,96.85,16.74,7.01,1.08,18.52,91.5
29,6,2023,1,4,45.11,91.86,15.4,9.21,1.07,24.55,88
30,6,2023,0,5,31.2,72.76,16.03,9.53,1.09,30.08,78
1,7,2023,0,6,37.08,78.7,14.52,8.61,0.99,34.57,66
2,7,2023,1,7,19.08,130.31,17.52,9.97,1.18,30.93,103
3,7,2023,0,1,55.08,159.22,13.61,8.9,1.09,34.58,138
4,7,2023,0,2,80.38,138.25,14.59,9.09,1.11,20.97,212
5,7,2023,0,3,52.52,76.71,13.17,8.88,1.16,12.22,94
6,7,2023,0,4,41.16,71.3,13.53,9.05,1.09,12.31,91
7,7,2023,0,5,48.98,79.44,15.85,8.84,1.13,14.43,66
8,7,2023,0,6,38.29,64.94,16.57,7.18,1,15.37,74
9,7,2023,1,7,29.48,47.8,15.72,7.05,1.04,10.68,59
10,7,2023,0,1,32.48,58.25,15.85,6.95,1.04,10.9,50
11,7,2023,0,2,34.61,87.13,13.67,7.11,0.99,12.67,72
12,7,2023,0,3,48.38,103.18,15.24,7.19,0.99,11.97,106
13,7,2023,0,4,56.66,112.79,19.13,7.01,1.01,12.36,102
14,7,2023,0,5,52.68,96.09,16.29,7.27,1.1,11.27,91
15,7,2023,0,6,45.82,115.94,12.54,7.29,1.02,11.1,111
16,7,2023,1,7,38.61,76.04,11.52,6.78,1.04,10.9,81
17,7,2023,0,1,47.56,125.64,9.5,7.2,1.11,11.33,96
18,7,2023,0,2,55.37,114.3,9.42,6.89,1.01,11.86,127
19,7,2023,0,3,42.92,85.97,11.52,6.49,0.97,17.99,90
20,7,2023,0,4,61.18,99.88,6.62,5.61,1.06,17.48,86
21,7,2023,0,5,73.63,116.21,7.05,5.29,1.12,15.03,144
22,7,2023,0,6,52.18,80.42,6.48,4.82,1.06,17.62,113
23,7,2023,1,7,47.94,61.28,7.39,5.56,1.02,14.47,82
24,7,2023,0,1,57.17,70.69,6.74,5.43,1.02,15.74,102
25,7,2023,0,2,76.64,95.88,7.79,4.7,1.02,17.21,111
26,7,2023,0,3,42.19,59.92,6.88,5.12,1.12,14.71,147
27,7,2023,0,4,56.95,82.49,5.5,4.98,1.02,24.39,97
28,7,2023,0,5,57.96,76.5,5.45,5.23,1.05,17.4,96
29,7,2023,1,6,27.47,51.71,25.42,6.11,0.87,13.53,95
30,7,2023,1,7,37.95,81.06,19.64,6.78,0.81,18.99,67
31,7,2023,0,1,64.25,133.56,9.71,6.54,0.84,21.88,115
1,8,2023,0,2,47.21,109.96,11.54,6.61,0.87,19.77,105
2,8,2023,0,3,47.46,120.12,13.85,6.69,0.87,19.78,102.5
3,8,2023,0,4,41.71,114.33,12.66,6.55,0.94,22.77,100
4,8,2023,0,5,48.66,124.11,12.94,6.8,0.87,23.52,112
5,8,2023,0,6,53.64,118.06,12.95,7.13,0.85,21.88,120
6,8,2023,1,7,40.51,162.71,13.8,6.77,0.7,20.72,132
7,8,2023,0,1,36.45,159.78,15.27,6.45,0.6,22.01,135
8,8,2023,0,2,34.62,174.22,16.22,6.31,0.82,21.92,150
9,8,2023,0,3,42.59,187.26,18.61,6.17,0.77,21.45,139
10,8,2023,0,4,44.22,194.1,26.68,5.65,0.79,22.28,178
11,8,2023,0,5,44.09,176.26,25.99,5.7,0.79,23.07,149
12,8,2023,0,6,38.71,184.38,22.95,5.29,0.7,27.58,157
13,8,2023,1,7,38.65,137.91,21.86,5.41,0.68,25.62,129
14,8,2023,0,1,52.83,147.41,32.3,5.35,0.73,29.89,143
15,8,2023,1,2,59.6,120.18,21.01,5.69,0.85,27.26,118
16,8,2023,0,3,66.65,163.27,20.55,5.92,0.86,26.38,122
17,8,2023,0,4,51.42,184.36,20.82,5.43,0.72,23.95,155
18,8,2023,0,5,52.14,220.33,19.89,5.46,0.78,30.73,176
19,8,2023,0,6,58.65,130.65,14.74,5.73,0.84,39.2,145
20,8,2023,1,7,45.7,87.66,10.61,5.56,0.78,32.49,126
21,8,2023,0,1,62.71,129.59,9.13,6.17,0.81,20.07,107
22,8,2023,0,2,55.24,136.81,9.39,6.66,0.89,17.39,122
23,8,2023,0,3,30.13,89.76,14.69,6.71,0.85,18.7,92
24,8,2023,0,4,44.58,161.77,19.47,5.74,0.67,18.72,126
25,8,2023,0,5,48.48,185.52,18.91,5.94,0.7,26.63,153
26,8,2023,0,6,52.61,254.15,18.11,6.05,0.75,21.21,190
27,8,2023,1,7,76.14,288.13,18.17,5.95,0.68,20.79,241
28,8,2023,0,1,56.05,241.04,17.66,5.35,0.76,18.01,201
29,8,2023,0,2,57.26,236.51,13.17,5.19,0.79,16.26,199
30,8,2023,0,3,59.42,197.87,4.76,5.64,1.07,19.75,186
31,8,2023,0,4,58.19,145.24,10.55,5.88,0.83,16.96,135
1,9,2023,0,5,54.87,154.45,18.05,5.5,0.77,16.85,136
2,9,2023,0,6,54.17,154.54,31.74,5.57,0.77,14.13,137
3,9,2023,1,7,48.3,145.89,18.49,6.72,0.83,17.39,130
4,9,2023,0,1,61.48,136.84,22.65,19.19,0.84,17.92,131
5,9,2023,0,2,64.97,101.79,18.32,13.22,1.53,22.53,111
6,9,2023,0,3,36.41,68.05,20.14,12.5,1.38,15.35,96
7,9,2023,1,4,43.83,65.71,14.8,13.48,1.66,16.28,75
8,9,2023,0,5,44.55,79.25,23.79,13.01,1.29,15.6,87
9,9,2023,0,6,27.22,84.63,11.75,12.79,1.42,18.98,97
10,9,2023,1,7,17.21,52.94,11.2,13.02,1.53,16.19,73
11,9,2023,0,1,39.77,87.52,12.56,13.28,1.46,20.8,75
12,9,2023,0,2,49.39,109.01,18.95,13.6,1.51,22.63,97
13,9,2023,0,3,71.44,117.93,21.6,13.53,1.58,23.07,126
14,9,2023,0,4,86.27,128.07,17.82,13.46,1.68,22.31,178
15,9,2023,0,5,60.97,114.68,15.12,12.95,1.67,21.51,174
16,9,2023,0,6,46.26,92.04,13.29,13.29,1.55,16.02,108
17,9,2023,1,7,39.37,72.43,11.44,13.45,1.53,18.61,82
18,9,2023,0,1,20.77,60.88,8.87,12.89,1.51,18.6,72
19,9,2023,0,2,32.71,67.06,14.95,12.7,1.58,17.84,80
20,9,2023,0,3,43.32,87.41,23.2,11.27,1.42,20.45,78
21,9,2023,0,4,48.17,77.15,12.47,9.61,1.36,21.05,81
22,9,2023,0,5,73.65,132.16,13.6,9.76,1.52,25.48,110
23,9,2023,0,6,72.9,131.95,33.69,10.06,1.45,18.19,167
24,9,2023,1,7,72.97,147.15,24.09,9.86,1.23,17.54,142
25,9,2023,0,1,90.05,162.52,22.9,10,1.21,33.97,149
26,9,2023,0,2,101.57,177.32,13.12,9.71,1.32,26.08,156
27,9,2023,0,3,74.41,142.46,15.57,9.76,1.22,24.63,163
28,9,2023,1,4,82.45,200.89,31.39,14.91,1.12,26.45,170
29,9,2023,0,5,93.44,238.99,24,47.05,1.07,28.63,177
30,9,2023,0,6,91.75,229.44,18.19,11.64,0.79,31.05,184
1,10,2023,1,7,90.17,215.46,18.75,14.5,0.82,37.87,191
2,10,2023,1,1,82.57,187.48,20.95,10.65,0.75,40.42,194
3,10,2023,0,2,91.07,246.65,25.98,11.96,0.75,38.63,188
4,10,2023,0,3,102.36,251.46,25.21,15.33,0.83,34.67,219
5,10,2023,0,4,112.73,285.91,24.42,9.34,0.54,41.65,237
6,10,2023,0,5,120.81,250.33,27.8,11.09,0.66,38.12,272
7,10,2023,0,6,87.5,177.83,21.29,12.57,0.72,20.77,223
8,10,2023,1,7,76.73,168.13,18.88,12.22,0.82,18.47,152
9,10,2023,0,1,89.46,198.5,19.18,10.78,0.79,20.43,187
10,10,2023,0,2,81.11,214.16,21.36,10,0.64,24.26,182
11,10,2023,0,3,136.47,226.14,17.62,10.51,0.67,37.06,283
12,10,2023,0,4,141.28,261.54,24.56,9.51,0.63,39.89,307.5
13,10,2023,0,5,183.13,346.15,30.58,11.1,0.74,34.63,332
14,10,2023,0,6,157.51,350.79,33.7,9.4,0.9,39.04,305
15,10,2023,1,7,131.76,325.94,26.82,11.36,0.74,33.25,317
16,10,2023,0,1,112.44,254.66,20.79,11.23,0.64,45.73,229.5
17,10,2023,0,2,38.33,108.06,26.42,10.04,0.74,21.97,142
18,10,2023,0,3,64.96,152.38,21.9,9.89,0.61,22.77,135
19,10,2023,0,4,74.56,160.16,22.35,12.07,0.59,40.32,144
20,10,2023,0,5,94.36,216.73,23.94,8.78,0.63,38.48,211
21,10,2023,0,6,105.61,248.34,32.35,10.59,0.74,35.62,233
22,10,2023,1,7,112.15,266.27,27.28,13.19,0.65,37.07,275
23,10,2023,0,1,113.9,243.97,27.45,9.86,0.73,31.12,249
24,10,2023,1,2,95.83,185.99,26.14,9.49,0.7,30.51,199
25,10,2023,0,3,107.82,208.62,26.93,12.67,1.05,31.77,244
26,10,2023,0,4,125.52,219.03,32.71,10.09,0.88,36.57,291
27,10,2023,0,5,129.41,235.77,36.87,10.16,0.9,38.39,269
28,10,2023,0,6,146.9,301.44,38.88,11.55,1,39.5,314
29,10,2023,1,7,129.29,296.75,49.29,11.58,0.86,54,302
30,10,2023,0,1,165.71,331.35,46.9,10.08,0.96,53.33,302
31,10,2023,0,2,197.85,392.85,44.67,11.62,0.97,88.86,351
1,11,2023,0,3,181.71,340.32,42.2,13.62,0.9,50.94,362
2,11,2023,0,4,192.08,583.4,43.96,11.6,0.99,29.79,392
3,11,2023,0,5,218.63,546.52,35.25,10.68,0.62,27.78,473
4,11,2023,0,6,254.92,535.68,38.3,27.28,1.02,15.34,387
5,11,2023,1,7,271.25,512.49,33.27,22.88,0.91,23.01,439
6,11,2023,0,1,209.77,446.85,37.65,21.06,1.17,29.66,430
7,11,2023,0,2,232.69,434.49,42.51,22.55,2.21,33.23,421
8,11,2023,1,3,277.49,514.54,53.23,13.58,1.62,27.12,412
9,11,2023,0,4,284.21,467.55,43.3,10.22,2.03,21.5,421
10,11,2023,0,5,102.52,186.06,28.79,9.15,2.58,19.16,266
11,11,2023,0,6,87.7,181.09,28.3,9.33,2.6,22.27,198
12,11,2023,1,7,131.15,212.1,30.44,7.91,2.33,28.3,210
13,11,2023,0,1,332.41,489.68,42.11,20.65,2.91,28.18,381
14,11,2023,0,2,244.77,378.57,36.13,13.81,2.81,24.11,390
15,11,2023,1,3,254.88,391.22,38.98,11.52,2.29,25.93,399
16,11,2023,0,4,331.68,472.2,46.15,14.96,1.59,21.88,419
17,11,2023,0,5,255.35,441.28,43.99,15.03,1.47,33.65,435
18,11,2023,0,6,155.86,234.77,40.13,15.48,1.57,26.56,340
19,11,2023,1,7,150.1,238.31,39.9,13.19,1.62,30.8,346.5
20,11,2023,0,1,212.71,359.06,48.29,14.69,1.58,36.85,353
21,11,2023,0,2,232.77,366.56,39.15,12.68,1.59,33.37,372
22,11,2023,0,3,260.63,415.54,44.73,13.01,1.58,38.82,410
23,11,2023,0,4,235.22,381.03,52.81,13.68,1.57,39.51,391
24,11,2023,0,5,265.84,488.54,73.32,14.15,2.19,30.87,395
25,11,2023,0,6,246.76,380.48,58.36,9.78,1.56,15.22,418
26,11,2023,1,7,251.3,415.19,71.22,11.18,1.6,19.44,385
27,11,2023,1,1,225.89,397,61.63,9.76,1.59,20.94,393
28,11,2023,0,2,123.86,162.83,47.96,9.48,1.61,12.86,305
29,11,2023,0,3,188.68,311.94,53.4,10.83,1.59,15.9,270
30,11,2023,0,4,267.91,422.47,57.54,11.94,1.58,14.99,405
1,12,2023,0,5,219.03,342.26,45.83,9.68,1.58,16.23,377
2,12,2023,0,6,158.35,294.73,46.47,10.49,1.6,12.85,354
3,12,2023,1,7,141.73,259.04,53.04,9.71,1.58,15.83,309
4,12,2023,0,1,142.58,252.9,48.09,9.18,1.58,13.78,317
5,12,2023,0,2,156.96,276.73,54.04,9.83,1.58,15.01,327
6,12,2023,0,3,135.29,255.1,53.03,9.25,1.62,19.01,300
7,12,2023,0,4,169.35,243.53,52.76,10.32,1.58,24.89,297
8,12,2023,0,5,170.78,314.06,53.57,10.67,1.58,33.79,314
9,12,2023,0,6,170.95,294.23,51.98,10.51,1.58,32.18,355
10,12,2023,1,7,175.53,303.78,50.87,9.94,1.59,35.74,333
11,12,2023,0,1,166.36,330.75,50.47,10.67,1.59,23.49,334
12,12,2023,0,2,186.09,327.36,57.93,10.78,1.59,28.35,344
13,12,2023,0,3,210.21,347.65,53.73,11.67,1.58,38.77,365
14,12,2023,0,4,180.67,352.38,49.2,11.22,1.57,23.71,338
15,12,2023,0,5,195.94,390.04,53.9,11.06,1.58,28.5,350
16,12,2023,0,6,220.77,441.61,42.85,11.52,1.68,20.57,367
17,12,2023,1,7,211.84,380.55,42.47,11.46,1.57,17.98,355
18,12,2023,0,1,170.75,298.12,36.27,10.65,1.59,13.65,350
19,12,2023,0,2,148.46,260.69,37.35,9.94,1.59,20.29,318
20,12,2023,0,3,150.57,258.57,40.84,10.67,1.58,16.24,310
21,12,2023,0,4,217.53,378.34,41.02,11.68,1.57,14.92,353
22,12,2023,0,5,251.58,440.02,43.14,13.23,1.58,15.05,388
23,12,2023,0,6,318.88,506.1,46.06,11.99,1.61,17.88,457
24,12,2023,1,7,376.93,585.32,44.57,14.47,1.59,14.79,437
25,12,2023,1,1,208.59,317.91,37.06,11.18,1.58,10.72,363
26,12,2023,0,2,213.26,342.35,37.85,11.64,1.59,12.65,385
27,12,2023,0,3,224.5,348.33,32.3,12.3,1.64,14.21,371
28,12,2023,0,4,143.95,244.55,33.73,12.33,1.6,18.83,302
29,12,2023,0,5,208.88,237.52,42.44,9.3,1.57,21.83,363
30,12,2023,0,6,235.35,354.59,44.32,7.94,1.58,34.26,382
31,12,2023,1,7,215.69,322.33,42.58,8.83,1.6,28.89,373
1,1,2024,0,1,182.82,260.78,33.1,6.79,1.59,25.41,358
2,1,2024,0,2,197.14,298.04,32.11,11.08,1.59,32.89,355
3,1,2024,0,3,193.88,269.78,34.24,8.47,1.69,27.18,352
4,1,2024,0,4,205.37,285.42,32.38,12.82,1.06,20.17,366
5,1,2024,0,5,141.38,217.39,30.61,10.43,1.75,20.17,321
6,1,2024,0,6,135.98,184.89,32.35,8.33,1.93,26.59,277
7,1,2024,1,7,147.89,262.85,35.53,7.78,0.94,36.97,322
8,1,2024,0,1,219.41,366.16,41.4,9.74,0.68,23.12,345
9,1,2024,0,2,126.43,190.44,34.19,8.08,0.93,25.46,347
10,1,2024,0,3,158.68,221.6,34.07,7.99,0.8,22.95,285
11,1,2024,0,4,196.66,240.18,37.28,7.79,0.85,30.86,355
12,1,2024,0,5,187.46,224.37,38.86,8.36,0.8,28.46,339
13,1,2024,0,6,345.35,381.27,46.45,9.84,0.72,30.61,434
14,1,2024,1,7,309.2,403.73,44.75,9.85,0.96,29.24,398.5
15,1,2024,0,1,201.16,332.33,37.26,9.39,1.23,28.59,363
16,1,2024,0,2,281.04,353.71,41.39,8.7,1.36,31.34,435
17,1,2024,0,3,228.95,322.42,43.82,9.16,1.31,29.1,384
18,1,2024,0,4,162.6,281.44,40.18,11.5,1.13,24.93,326
19,1,2024,0,5,164.84,282.3,37.58,11.67,1.46,21.81,332
20,1,2024,0,6,191.56,352.73,35.32,10.7,1.45,31.1,338
21,1,2024,1,7,138.44,276.36,31.05,10.56,1.29,23.4,325
22,1,2024,0,1,188.28,343.15,33.75,10.64,1.31,33,322
23,1,2024,0,2,218.17,382.22,34.83,10.95,1.24,37.16,365
24,1,2024,0,3,203.87,439.98,33.07,11.18,1.45,25.43,406
25,1,2024,0,4,138.52,325.8,25.65,11.91,1.83,23.53,285
26,1,2024,1,5,244.48,439.56,34.55,12.73,1.81,38.33,382
27,1,2024,0,6,185.03,379.73,31.38,11.72,1.8,33.53,352
28,1,2024,1,7,193.55,366.1,32.74,11.11,1.57,26.37,344
29,1,2024,0,1,162.43,310.73,26.89,10.29,1.39,27.56,334
30,1,2024,0,2,149.63,328.29,27.7,12.09,1.55,19.66,284
31,1,2024,0,3,165.8,317.65,34.57,12.53,1.36,20.64,333
1,2,2024,0,4,66.93,95.8,20.05,10.17,1.24,23.93,178
2,2,2024,0,5,95.75,163.04,22.23,10.17,1.07,20.78,194
3,2,2024,0,6,82,251.68,24.6,11.14,1.16,21.23,165
4,2,2024,1,7,106.28,225.95,24.47,11.4,1.16,24.33,286
5,2,2024,0,1,61.16,128.89,17.8,10.71,1.16,27.46,113
6,2,2024,0,2,58.17,189.77,22.55,10.01,1.16,36.42,130
7,2,2024,0,3,85.49,247.7,24.94,10.18,0.88,39.87,236
8,2,2024,0,4,69.27,169.71,20.93,10.47,0.94,42.28,152
9,2,2024,0,5,76.22,236.68,28.34,10.43,0.91,42.21,140
10,2,2024,0,6,179.07,406.37,35.8,10.56,0.91,46.29,338
11,2,2024,1,7,132.05,270.03,30.87,10.37,0.91,37.17,314
12,2,2024,0,1,137.81,307.98,31.14,10.6,0.91,34.37,283
13,2,2024,0,2,176.73,388.84,31.3,11.24,0.85,25.63,340
14,2,2024,0,3,138.79,311.22,36.87,9.43,1.07,34.76,339
15,2,2024,0,4,117.14,286.55,44.35,8.68,1.15,38.84,270
16,2,2024,0,5,109.87,284.73,40.7,9.35,1.16,45.84,258
17,2,2024,0,6,95.76,269.64,38.93,9.11,1.24,44.92,236
18,2,2024,1,7,80.56,251.64,38.64,9.18,1.24,38.76,231
19,2,2024,0,1,37.98,246.91,34.71,9.01,1.24,66.02,212
20,2,2024,0,2,68.43,227,31.72,9.09,1.12,33.38,165
21,2,2024,0,3,94.86,229.8,30.97,8.16,1.07,34.05,234
22,2,2024,0,4,55.32,175.63,37.44,9.25,1.07,39.86,158
23,2,2024,0,5,70.41,158.82,47.07,10.85,1.07,37.77,142
24,2,2024,0,6,122.98,229.74,60.69,11.62,0.97,41.82,257
25,2,2024,1,7,111.76,179.04,59.36,11.51,0.97,51.14,255
26,2,2024,0,1,111.02,218.09,60.46,12.75,0.91,42.32,262
27,2,2024,0,2,86.12,144.43,55.86,12.67,0.78,44.67,212
28,2,2024,0,3,104.13,179.52,58.7,12.17,0.78,43.66,233
29,2,2024,0,4,84.65,210.19,60.02,12.12,0.78,40.25,196
1,3,2024,0,5,87.36,231.34,60.63,12.43,0.8,44.1,220
2,3,2024,0,6,50.59,96.82,51.06,12.61,0.9,35.59,112
3,3,2024,1,7,70.64,202.95,53.53,11.35,0.9,48.77,145
4,3,2024,0,1,101.58,174.79,56.82,11.92,0.89,48.51,186
5,3,2024,0,2,81.27,151.87,48.86,16.89,0.93,52.29,202
6,3,2024,0,3,100.65,143.91,36.77,21.85,0.91,49.98,198
7,3,2024,0,4,127.44,203.65,42.68,15.76,0.9,50.96,270
8,3,2024,1,5,112.47,245.04,40.92,15.74,0.9,45.77,259
9,3,2024,0,6,111.59,190.08,40.61,15.92,0.91,42.93,261
10,3,2024,1,7,132.25,220.07,41.71,16.44,0.88,50.52,270
11,3,2024,0,1,148.21,222.9,38.93,17.79,0.87,57.66,275
12,3,2024,0,2,124.73,211.6,39.44,16.77,0.86,54.62,253.3333333
13,3,2024,0,3,112.56,185.53,40.89,17.4,0.86,38.49,231.6666667
