Date,Month,Year,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI
14,3,2024,0,4,83.62,240.92,39.2,21.69,0.86,42.36,210
15,3,2024,0,5,43.08,162.36,31.25,17.19,0.89,42.26,138
16,3,2024,0,6,109.15,217.61,27.46,12.35,0.87,21.84,195
17,3,2024,1,7,118.44,211.99,28.3,10.96,0.86,18.56,261
18,3,2024,0,1,119.11,236.21,27.5,12.3,0.86,19.9,251
19,3,2024,0,2,143.8,267.14,29.12,12.03,0.86,22.86,272
20,3,2024,0,3,155.21,281.48,28.03,11.93,0.92,19.49,298
21,3,2024,0,4,106.91,193.55,23.68,9.83,1.04,22.88,224
22,3,2024,0,5,94.48,169.7,21.1,14.75,1.04,25.71,196
23,3,2024,0,6,138.32,264.94,24.76,9.8,1.03,21.64,301
24,3,2024,1,7,106.85,224.76,21.86,13.16,1.03,13.83,243
25,3,2024,1,1,108.76,155.68,17.03,12.95,1.04,12.55,226
26,3,2024,0,2,65.84,135.51,32.89,11.86,1.02,15.68,102
27,3,2024,0,3,120.87,262.25,46.76,18.64,0.87,25.45,255
28,3,2024,0,4,90.46,207.13,46.29,17.37,0.87,31.26,204
29,3,2024,1,5,107.85,205.28,48.29,14.83,0.87,41.26,208
30,3,2024,0,6,113.98,237.98,51.4,18.08,0.87,28.27,244
31,3,2024,1,7,154.59,310.89,51.26,17.25,0.86,24.16,327
1,4,2024,0,1,81.53,162.48,44.82,17.61,0.88,27.69,170
2,4,2024,0,2,97.28,199.04,55.3,15.61,0.87,39.64,233
3,4,2024,0,3,92.43,205.5,53.52,19.19,0.88,32.85,169
4,4,2024,0,4,102.18,193.26,48.38,20.37,0.87,35.25,244
5,4,2024,0,5,101.58,236.18,46.63,21.69,0.8,36.41,222
6,4,2024,0,6,108.51,224.44,45.4,21.13,0.91,46.82,258
7,4,2024,1,7,135.97,241.84,47.79,26.84,0.91,39.8,277
8,4,2024,0,1,151.08,253.68,48,24.18,0.92,39.56,277
9,4,2024,0,2,114.53,266.14,53.02,21.19,0.79,50.75,259
10,4,2024,0,3,131.3,248.4,54.13,22.45,0.79,60.09,269
11,4,2024,1,4,117.38,260.07,53.34,20.81,0.79,44.85,271
12,4,2024,0,5,138.92,282.94,49.58,24.58,0.83,40.39,287
13,4,2024,0,6,86.43,180.64,33.83,14.88,0.81,23.61,251
14,4,2024,1,7,47.98,137.55,33.62,16.07,0.8,7.17,122
15,4,2024,0,1,78.61,212.73,37.2,18.12,0.82,22.7,169
16,4,2024,0,2,102.64,247.19,34.91,16.53,0.67,25.86,215
17,4,2024,1,3,88.25,176.85,34.38,19.54,0.67,47.61,223
18,4,2024,0,4,73.76,218.67,35.49,16,0.67,37.27,188
19,4,2024,0,5,153.14,296.8,35.48,16.75,0.67,18.54,264.5
20,4,2024,0,6,148.69,351.29,31.4,13.6,0.67,31.12,341
21,4,2024,1,7,99.99,241.35,28.58,22.28,0.67,49.55,259
22,4,2024,0,1,83.1,203.15,29.94,15.39,0.68,31.09,190
23,4,2024,0,2,97.51,313.72,28.94,14.24,0.7,36.65,196.5
24,4,2024,0,3,88.59,248.33,26.78,17,0.7,31.76,203
25,4,2024,0,4,65.28,342.3,29.52,18.67,0.72,42.28,251
26,4,2024,0,5,63.01,272.75,31.85,8.98,0.69,37.78,269
27,4,2024,0,6,42.49,275.27,24.81,10.09,0.7,35.51,188
28,4,2024,1,7,56.69,233.76,26.34,9.21,0.69,43.7,210
29,4,2024,0,1,75.71,337.4,27.82,12.27,0.69,64.26,263
30,4,2024,0,2,81.46,270.77,25.09,11.19,0.69,46.36,229
1,5,2024,0,3,110.74,270.76,24.75,11.2,0.7,54.06,227
2,5,2024,0,4,157.03,306.46,29.68,12.78,0.69,58.03,291
3,5,2024,0,5,239.7,415.83,34.57,18.86,0.69,48.78,353
4,5,2024,0,6,222.95,352.49,35.32,13.65,0.82,48.7,378
5,5,2024,1,7,170.06,344.24,32.75,21.64,0.87,51.76,328
6,5,2024,0,1,157.92,343.73,30.17,11.77,0.88,49.19,307
7,5,2024,0,2,212.35,376.35,29.89,19.53,0.87,53.96,329
8,5,2024,0,3,78.3,240.03,16.57,13.18,1.07,28.9,206
9,5,2024,0,4,59.66,173.39,18.25,14.93,1.04,37.72,162
10,5,2024,0,5,84.82,161.41,17.74,14.84,0.8,49.25,147
11,5,2024,0,6,128.71,296.95,19.49,14.45,0.76,60.47,144.5
12,5,2024,1,7,124.72,172.09,21.96,17.48,0.8,56.06,142
13,5,2024,0,1,111.01,209.96,28.43,15.54,0.8,50.79,286
14,5,2024,0,2,151.23,270.03,31.69,17.18,0.88,43.42,280
15,5,2024,0,3,175.35,276.52,32.82,13.24,0.9,55.83,347
16,5,2024,0,4,131.43,254.64,36.31,14.82,0.83,64.99,294
17,5,2024,0,5,134.91,285.2,34.37,15.7,0.83,40.65,307
18,5,2024,0,6,172.11,327.91,31.27,10.93,0.82,38.94,334
19,5,2024,1,7,176.91,321.87,29.74,9.86,0.83,46.97,346
20,5,2024,0,1,159.63,306.48,29.03,11.27,0.82,42.23,332
21,5,2024,0,2,103.58,268.23,23.46,12.52,0.82,35.75,263
22,5,2024,0,3,70.69,227.98,21.62,12.69,0.83,23.85,181
23,5,2024,1,4,57.95,177.5,26.27,16.47,0.85,31.72,161
24,5,2024,0,5,58.49,142.49,42.79,14.06,0.84,35.19,140
25,5,2024,0,6,80.15,187.86,41.58,16.09,0.83,40.89,139
26,5,2024,1,7,87.83,218.39,48.08,22.41,0.84,47.81,235
27,5,2024,0,1,77.55,249.09,49.15,20.88,0.81,44.51,205
28,5,2024,0,2,152.9,255.29,53.19,15.62,0.93,46.18,296
29,5,2024,0,3,139.98,279.87,48.45,12.81,0.93,28.6,284
30,5,2024,0,4,122.06,244.74,47.1,13.81,0.93,39.15,305
31,5,2024,0,5,111.41,191.06,48.71,15.62,0.93,42.42,250
1,6,2024,0,6,153.06,252.83,46.54,9.6,0.92,28.64,310
2,6,2024,1,7,85.91,180.15,43.84,17.44,0.93,37.95,234
3,6,2024,0,1,96.68,211.89,47.1,18.56,0.93,31.43,181
4,6,2024,0,2,122.69,257.41,45.62,17.39,0.93,31.7,256
5,6,2024,0,3,85.68,304.29,39.4,18,1.03,26.01,270
6,6,2024,0,4,46.07,172.25,24.54,18.01,1.05,35.76,204
7,6,2024,0,5,75.72,374.76,21.71,13.31,1.05,39.84,267
8,6,2024,0,6,66.9,295.53,24.92,15.26,1.05,43.02,270
9,6,2024,1,7,67.95,212.3,27.09,17.05,1.05,51.68,172
10,6,2024,0,1,52.43,203.15,25.58,16.75,1.26,63.29,168
11,6,2024,0,2,74.11,252.21,29.34,23.3,1.52,47.17,209
12,6,2024,0,3,65.95,184.65,29.19,15.31,1.52,47.34,189
13,6,2024,0,4,56.3,107.11,24.87,15.92,1.52,41.32,122
14,6,2024,0,5,44.25,282.74,20.22,22.17,1.29,38.46,182
15,6,2024,0,6,48.96,230.98,18.97,17.03,1.01,32.43,215
16,6,2024,1,7,61.59,213.89,25.12,13.4,1.01,25.21,219
17,6,2024,1,1,61.09,239.84,22.51,13.1,1.01,24.92,173
18,6,2024,0,2,76.98,345.07,22.24,15.34,1.01,16.71,241
19,6,2024,0,3,76.9,335.03,20.72,15.62,1.01,17.27,329
20,6,2024,0,4,58.56,161.79,21.71,13.24,1.01,30.98,180
21,6,2024,0,5,91.18,204.53,16.65,15.53,1.01,11.31,181
22,6,2024,0,6,89.75,148.46,19.3,12.92,1.02,18.56,163
23,6,2024,1,7,61.22,101.33,21.16,13.02,1.01,20.6,145
24,6,2024,0,1,32.13,130.29,24.75,12.56,1.02,14.78,129.5
25,6,2024,0,2,73.07,128.56,22.14,13.89,1.13,16.89,114
26,6,2024,0,3,69.13,141.5,21,15.84,1.14,11.82,90.5
27,6,2024,0,4,33.02,64.83,18.95,16.57,0.89,10.13,67
28,6,2024,0,5,24.28,64.17,14.06,14.42,0.82,10.55,64
29,6,2024,0,6,55.18,109.71,20.55,14.72,0.82,9.97,95
30,6,2024,1,7,73.27,112.71,20.27,12.93,0.81,9.96,95
1,7,2024,0,1,64.66,99.48,19.51,14.29,0.81,11.45,147
2,7,2024,0,2,73.72,113.4,19.3,12.86,0.81,10.5,157
3,7,2024,0,3,57.96,89.17,21.01,11.93,0.87,13.46,125
4,7,2024,0,4,38.26,58.87,22.51,10.71,0.82,25.85,61
5,7,2024,0,5,58.31,89.71,21.25,15.11,0.82,26.6,106
6,7,2024,0,6,38.47,59.18,20.27,12.79,0.82,28.54,63
7,7,2024,1,7,28.29,43.53,21.37,13.3,0.82,19.93,52
8,7,2024,0,1,35.95,55.3,25.07,13.1,0.82,26.38,53
9,7,2024,0,2,79.97,93.35,20.9,14.71,0.83,22.05,91
10,7,2024,0,3,67.51,103.67,22.72,13.14,0.83,22.59,169
11,7,2024,0,4,65.97,101.43,24.67,13.61,0.82,34.9,108
12,7,2024,0,5,56.83,87.44,20.11,13.32,0.84,29.69,135
13,7,2024,0,6,35.36,54.39,18.01,13.93,0.88,35.67,63
14,7,2024,1,7,48.12,74.05,21.94,12.29,0.88,54.23,150
15,7,2024,0,1,30.64,47.14,18.96,13.06,0.87,10.47,62
16,7,2024,0,2,38.46,59.16,17.14,12.27,0.88,6.97,57
17,7,2024,1,3,32.71,50.33,18.55,13,0.87,7.81,59
18,7,2024,0,4,34.15,52.54,18.79,12.45,0.87,8.22,62
19,7,2024,0,5,64.72,99.56,19.6,11.64,0.88,12.84,86
20,7,2024,0,6,47.66,73.33,16.86,11.93,0.88,13.66,97
21,7,2024,1,7,46.76,71.92,17.82,12.57,0.88,13.09,79
22,7,2024,0,1,38.73,59.6,16.94,12.6,0.88,15.31,69
23,7,2024,0,2,57.41,88.33,19.47,11.61,0.86,7.26,84
24,7,2024,0,3,65.17,100.26,24.6,11.07,0.88,9.23,106
25,7,2024,0,4,55.09,98.69,22.85,13.21,0.88,9.83,144
26,7,2024,0,5,50.27,89.26,23.53,13.05,0.88,9.74,89
27,7,2024,0,6,68.41,105.24,23.32,13.07,0.87,9.3,139
28,7,2024,1,7,45.19,69.35,23.91,12.53,0.88,9.89,84
29,7,2024,0,1,47.94,73.77,21.9,13.41,0.88,9.89,74
30,7,2024,0,2,50.12,77.1,18.42,13.92,0.88,9.41,91
31,7,2024,0,3,50.61,77.86,18.38,11.04,0.88,8.63,79
1,8,2024,0,4,23.36,35.93,22.29,12.16,0.88,9.08,50
2,8,2024,0,5,41.14,63.3,22.16,13.62,0.88,9,65
3,8,2024,0,6,43.24,66.52,18.27,14.19,0.82,9.19,68
4,8,2024,1,7,37.55,57.77,19.42,12.77,0.81,9.79,68
5,8,2024,0,1,32.88,57.12,16.72,12.67,0.81,9.59,61
6,8,2024,0,2,23.58,57.4,13.66,13.34,0.81,11.71,55
7,8,2024,0,3,23.42,47.38,18.22,13.22,0.82,17.22,56
8,8,2024,0,4,20.27,37.28,13.7,13.09,0.85,21.36,42
9,8,2024,0,5,31.86,55.68,13.87,12.31,0.81,21.51,51
10,8,2024,0,6,30.5,60.32,16.08,12.25,0.82,22.26,58
11,8,2024,1,7,27.03,50.23,14.74,13.49,0.81,21.83,61
12,8,2024,0,1,29.18,53.12,16.69,13,0.82,23.1,46
13,8,2024,0,2,17.4,38.13,15.74,9.74,0.79,21.59,44
14,8,2024,0,3,40.63,71.4,14.01,9.53,0.97,22.92,69
15,8,2024,1,4,27.73,57.39,12.54,9.74,0.96,23.17,62
16,8,2024,0,5,20.22,36.76,13.26,8.98,0.97,22.07,50
17,8,2024,0,6,28.21,50.38,13.71,9.85,0.97,24.53,50
18,8,2024,1,7,28.42,82.24,13.22,10.11,0.97,22.47,62
19,8,2024,0,1,18.79,91.86,13.79,9.74,0.97,21.32,101
20,8,2024,0,2,20.14,47.58,16.08,9.54,0.97,22.02,55
21,8,2024,0,3,28.33,85.83,18.08,9.69,0.95,21.86,65
22,8,2024,0,4,27.06,88.33,15.27,9.62,0.97,21.63,92
23,8,2024,0,5,27.88,66.32,16.76,9.14,0.97,23.28,68
24,8,2024,0,6,53.09,112.42,21.95,9.46,0.96,23.2,100
25,8,2024,1,7,28.66,89.61,19.41,9.65,0.96,21.35,102
26,8,2024,1,1,26.21,58.52,14.62,9.64,0.96,22.11,57
27,8,2024,0,2,23.53,37.55,16.22,8.99,0.97,21.62,49
28,8,2024,0,3,23.84,37.06,16.45,9.94,0.96,22.62,49
29,8,2024,0,4,18.7,35.44,17.09,8.71,0.97,21.69,50
30,8,2024,0,5,29.94,84.96,16.68,10.16,0.97,21.51,61
31,8,2024,0,6,42.28,111.39,14.21,10.05,0.97,22.42,98
1,9,2024,1,7,45.34,103.26,16.65,8.6,0.97,21.01,115
2,9,2024,0,1,30.44,65.08,18.27,9.61,0.97,22.43,72
3,9,2024,0,2,34.03,79.3,15.92,7.3,1.12,22.95,68
4,9,2024,0,3,24.51,48.95,15.67,10.4,1.13,21.3,68
5,9,2024,0,4,33.58,58.59,16.33,9.03,1.14,24.37,53
6,9,2024,0,5,20.61,49.21,16.14,11.14,1.14,21.1,61
7,9,2024,0,6,24.41,46.78,20.63,9.09,1.13,22.85,53
8,9,2024,1,7,37.65,64.76,18.21,10.42,1.14,22.05,56
9,9,2024,0,1,39.76,85.59,15.21,9.53,1.13,21.73,81
10,9,2024,0,2,52.03,86.27,17.94,9.48,1.14,27.91,99
11,9,2024,0,3,33.16,78.69,18.72,9.77,1.15,22.35,61
12,9,2024,0,4,20.92,40.76,19.25,10.02,1.11,23.44,65
13,9,2024,0,5,16.04,25.41,17.58,9.82,1.14,19.93,53
14,9,2024,0,6,28.8,80.6,18.01,10.18,1.13,17.14,53
15,9,2024,1,7,38.4,113.91,14.95,10.74,1.12,14.53,104
16,9,2024,1,1,39.41,162.66,17.08,9.56,1.14,14.75,123
17,9,2024,0,2,46.23,160.1,16.74,7.58,1.14,15.2,153
18,9,2024,0,3,42.37,97.11,20.57,10,1.13,16.02,124
19,9,2024,0,4,35.25,79.97,16.59,9.88,1.13,14.34,54
20,9,2024,0,5,24.2,95.58,18.24,8.91,1.14,13.69,97
21,9,2024,0,6,39.25,145.61,19.09,9.06,1.13,14.53,120
22,9,2024,1,7,65.51,170.99,17.83,8.85,1.11,13.98,146
23,9,2024,0,1,71.36,202.26,17.27,8.03,0.88,12.32,153
24,9,2024,0,2,79.39,202.25,18.5,9.92,1.86,12.35,186
25,9,2024,0,3,66.31,156.84,18.02,10.27,1.52,12.29,158
26,9,2024,0,4,26.35,60.64,14.75,9.09,1.38,12.71,76
27,9,2024,0,5,21.81,43.05,17.67,8.54,1.09,10.83,54
28,9,2024,0,6,16.89,55.61,17.84,9.38,1.24,13.95,50
29,9,2024,1,7,25.93,80.23,19.01,9.72,1.15,15.29,70
30,9,2024,0,1,60.93,168.36,21.68,9.99,1.36,17.92,129
1,10,2024,0,2,55.45,192.18,17.15,10.19,0.82,17.62,156
2,10,2024,1,3,53.8,216.62,18.75,10.2,1.14,16.17,164
3,10,2024,0,4,45.44,240.11,21.89,10.58,0.72,14.54,167
4,10,2024,0,5,58.35,192.3,19.02,9.77,0.64,9.42,170
5,10,2024,0,6,43.85,133.06,18.49,9.44,0.62,7.62,133
6,10,2024,1,7,56.9,151.14,17.96,8.24,0.61,11.46,129
7,10,2024,0,1,51.19,142.65,16.35,10.15,0.52,13.5,128
8,10,2024,0,2,65.61,179.13,30.3,8.76,0.31,14.27,145
9,10,2024,0,3,70.75,216.91,48.94,9.53,1.38,16.68,187
10,10,2024,0,4,60.91,170.38,46.74,9.72,1.46,15.34,142
11,10,2024,0,5,67.65,150.54,48.46,10.34,1.19,17.4,152
12,10,2024,1,6,77.31,189.07,51.07,10.43,1.11,16.41,154
13,10,2024,1,7,92.45,224.59,54.1,11.47,1.38,14.88,217
14,10,2024,0,1,93.17,226.25,39.31,9.66,1.09,14.5,199
15,10,2024,0,2,97.82,249.37,26.25,9.93,1.28,15.73,203
16,10,2024,0,3,104.59,270.38,28.11,10.3,1.33,14.94,238
17,10,2024,0,4,130.06,337.3,30.37,12.33,1.69,23.68,268
18,10,2024,0,5,117.43,333.23,30.57,10.46,1.39,15.25,288
19,10,2024,0,6,104.81,321.13,29.53,12.69,2.33,13.76,296
20,10,2024,1,7,116.41,289.79,29.25,13.08,1.63,18.6,248
21,10,2024,0,1,122.61,292.4,27.3,13.03,1.53,20.27,254
22,10,2024,0,2,140.05,358.05,25.32,12.33,1.2,23.25,289
23,10,2024,0,3,187.49,482.19,24.06,10.95,0.55,17.13,398
24,10,2024,0,4,139.78,384.68,22.23,10.71,2.14,18.47,356
25,10,2024,0,5,100.09,330.28,23.64,8.78,1.52,16.45,299
26,10,2024,0,6,120.51,356.47,24.41,9.93,2.06,19.31,275
27,10,2024,1,7,138.31,365.35,30.19,10.98,1.66,19.31,333
28,10,2024,0,1,100.58,285.31,22.52,9.68,1.52,14.78,274
29,10,2024,0,2,87.49,261.04,17.16,10.73,1.99,13.88,208
30,10,2024,0,3,130.46,313.23,27.25,9.68,1.21,14.75,254
31,10,2024,1,4,181.68,264.12,33.98,10.72,1.34,12.21,315
1,11,2024,0,5,185.82,425.22,31.61,14.78,1.29,14.6,336
2,11,2024,0,6,117.86,404.26,35.79,15.15,1.54,13.12,302
3,11,2024,1,7,114.49,557.37,41.34,15.28,1.38,19.1,413
4,11,2024,0,1,90.38,522.81,37.44,14.31,1.34,14.01,414
5,11,2024,0,2,324.16,442.79,37.46,17.45,1.59,18.52,409
6,11,2024,0,3,279.45,418.89,39.91,19.06,1.55,15.11,449
7,11,2024,0,4,138.75,395.81,38.96,17.95,1.28,16.71,348
8,11,2024,0,5,189.75,342.08,34.34,18.24,1.24,14.56,321
9,11,2024,0,6,189.71,327.91,27.9,18.56,1.66,16.34,362
10,11,2024,1,7,196.58,319.88,31.18,17.84,1.45,17.79,347
11,11,2024,0,1,228.67,343.61,37.48,18.36,1.45,17.63,393
12,11,2024,0,2,175.9,240.93,30.22,17.81,1.48,17.57,331
13,11,2024,0,3,359.61,591.52,24.98,18.03,1.81,16.82,397
14,11,2024,0,4,291.32,587.36,31.44,18.31,2.23,16.27,442
15,11,2024,1,5,226.06,441.19,27.56,18.72,2.35,16.86,391
16,11,2024,0,6,252.41,503.41,30.95,18.31,2,13.36,386
17,11,2024,1,7,329.56,669.36,31.62,18.23,1.7,12.18,440
18,11,2024,0,1,455.13,819.24,26.34,18.74,1.99,10.16,498
19,11,2024,0,2,246.49,464.89,27.41,17.71,2.06,10.11,428
20,11,2024,0,3,224.21,403.01,32.02,18.49,1.85,14.1,396
21,11,2024,0,4,174.93,354.03,33.28,18.61,1.78,14.6,341
22,11,2024,0,5,212.12,473.92,34.09,19.65,1.87,14.15,360
23,11,2024,0,6,178.16,396.07,34.55,18.08,1.98,13.05,397
24,11,2024,1,7,132.07,329.53,30.4,18.82,1.8,12.18,273
25,11,2024,0,1,149.66,319.24,27.46,18.05,1.27,11.52,274
26,11,2024,0,2,133.23,231.29,28.94,17.89,1.5,12.23,318
27,11,2024,0,3,124.47,245.61,34.75,20.94,1.63,11.7,277
28,11,2024,0,4,138.47,346.44,31.57,22.39,2.16,15.4,278
29,11,2024,0,5,192.44,421.8,34.78,20.39,1.89,15.7,355
30,11,2024,0,6,180.18,355.48,33.83,19.82,2.21,14.67,357
1,12,2024,1,7,123.33,287.42,29.5,20.51,1.96,15.17,290
2,12,2024,0,1,104.06,290.8,30.44,20.9,2.1,14.87,238
3,12,2024,0,2,122.75,249.52,30.61,20.59,1.67,15.05,273
4,12,2024,0,3,75.36,225.19,28.22,20.38,1.89,16.03,212
5,12,2024,0,4,62.87,211.63,26.89,20.19,2.24,17.43,183
6,12,2024,0,5,72.17,214.3,31.92,18.83,3.26,17.91,179
7,12,2024,0,6,73.11,218.13,38.56,13.03,4.39,22.8,176
8,12,2024,1,7,83.89,230.62,36.48,13.37,1.39,27.14,218
9,12,2024,0,1,55.83,167.45,26.76,11.64,1.4,23.08,145
10,12,2024,0,2,61.55,178.32,27.59,13.58,0.94,21.33,147
11,12,2024,0,3,55.94,223.57,31.78,12.7,0.24,22.63,170
12,12,2024,0,4,84.92,264.88,33.48,13.17,0.68,21.34,224
13,12,2024,0,5,52.14,223.99,27.43,13.03,0.66,23.65,214
14,12,2024,0,6,48.97,164.64,28.7,13.44,0.7,24.96,127
15,12,2024,1,7,81.61,262.22,38.27,13.81,0.23,21.83,177
16,12,2024,0,1,90.02,324.27,39.22,13.89,0.25,20.94,261
17,12,2024,0,2,136.81,431.31,58.21,14.02,2.06,24.42,300
18,12,2024,0,3,183.92,463.83,60.64,13.22,0.61,19.44,382
19,12,2024,0,4,180.73,435.96,61.19,12.68,0.87,21.98,388
20,12,2024,0,5,175.41,426.85,55.9,13.38,0.88,23.32,363
21,12,2024,0,6,121.46,329.47,56.66,12.87,0.53,21.16,277
22,12,2024,1,7,156.46,353.38,58.53,12.37,0.59,20.19,319
23,12,2024,0,1,126.01,319.99,49.09,15.63,0.81,17.27,262
24,12,2024,0,2,106.18,286.79,49.52,12.44,0.5,18.59,270
25,12,2024,1,3,119.61,313.28,53.52,12.9,0.71,16.8,260
26,12,2024,0,4,115.59,315.67,50.77,14.11,0.76,19.66,247
27,12,2024,0,5,88.87,207.8,46.84,12.82,1.16,14.42,271
28,12,2024,0,6,55.08,117.37,45.07,12.65,0.87,14.12,192.5
29,12,2024,1,7,53.17,118.8,40.12,12.39,0.93,14.47,114
30,12,2024,0,1,49.95,123.37,41.16,12.67,0.99,15.26,112
31,12,2024,0,2,62.86,156.64,45.58,12.22,1.04,15.61,136
